Date,Time,Location,Vehicle_Type,Avg_Speed_kmph,Congestion_Level_pct,Weather
2023-04-06,09:15,Riverside,Motorbike,23.5,65.1,Stormy
2023-01-22,07:00,North Junction,Car,27.1,51.2,Clear
2023-11-29,19:45,Harbor Blvd,Motorbike,23.5,77.8,Clear
2023-09-16,14:45,North Junction,Truck,18.7,46.3,Rain
2023-06-07,11:00,Harbor Blvd,Car,28.5,30.8,Clear
2023-12-21,14:15,Riverside,Car,26.3,46.0,Cloudy
2023-06-04,16:30,Industrial Zone,Motorbike,31.3,35.0,Clear
2023-08-20,00:45,Industrial Zone,Auto-Rickshaw,21.4,19.1,Clear
2023-10-13,05:30,South Park,Bus,20.3,39.7,Stormy
2023-11-10,13:30,South Park,Car,29.1,41.8,Clear
2023-09-19,19:45,Harbor Blvd,Bus,12.1,66.4,Rain
2023-01-30,08:45,Riverside,Car,22.6,50.9,Clear
2023-04-27,01:30,North Junction,Car,39.5,5.3,Rain
2023-05-15,04:45,Central Ave,Bus,21.5,33.4,Clear
2023-10-24,10:15,University Rd,Motorbike,37.0,23.0,Clear
2023-03-13,02:00,Old Town,Truck,24.5,17.0,Clear
2023-10-26,01:15,Riverside,Motorbike,44.5,15.8,Fog
2023-07-21,22:45,Old Town,Bus,22.9,27.6,Rain
2023-08-22,10:15,University Rd,Car,30.6,23.2,Clear
2023-07-22,23:30,Industrial Zone,Car,37.8,20.8,Cloudy
2023-05-21,18:45,Riverside,Car,18.0,76.9,Clear
2023-10-07,08:00,Old Town,Truck,12.1,67.7,Cloudy
2023-09-07,05:00,University Rd,Motorbike,30.2,41.1,Clear
2023-02-18,02:30,North Junction,Car,30.3,41.5,Cloudy
2023-03-23,15:45,Central Ave,Car,26.3,39.5,Clear
2023-12-27,11:00,North Junction,Car,24.5,55.1,Fog
2023-08-31,16:45,Industrial Zone,Car,37.9,30.4,Clear
2023-11-13,18:00,Old Town,Car,5.6,100.0,Cloudy
2023-04-01,16:15,University Rd,Car,33.8,22.9,Clear
2023-07-20,21:00,Industrial Zone,Auto-Rickshaw,17.6,18.7,Clear
2023-06-26,16:00,Harbor Blvd,Truck,23.6,22.3,Clear
2023-08-31,10:15,Market Street,Auto-Rickshaw,18.4,38.9,Clear
2023-01-31,00:00,South Park,Bicycle,16.9,15.2,Cloudy
2023-05-23,14:45,University Rd,Auto-Rickshaw,13.5,68.0,Stormy
2023-10-30,04:00,South Park,Car,45.5,16.5,Clear
2023-05-21,14:00,Old Town,Truck,16.2,57.6,Rain
2023-02-24,15:00,University Rd,Truck,26.8,35.5,Clear
2023-09-03,21:30,Riverside,Car,39.9,13.8,Clear
2023-08-30,22:15,South Park,Truck,34.2,0.0,Clear
2023-10-07,00:30,North Junction,Auto-Rickshaw,24.6,13.5,Clear
2023-05-21,09:00,Industrial Zone,Car,24.6,50.2,Clear
2023-08-25,07:00,South Park,Car,7.6,100.0,Rain
2023-02-26,01:30,Riverside,Car,28.8,42.9,Cloudy
2023-08-13,05:30,Industrial Zone,Car,34.3,26.1,Rain
2023-04-26,10:15,Industrial Zone,Motorbike,32.1,45.5,Fog
2023-09-21,07:45,South Park,Car,27.5,54.0,Rain
2023-04-01,13:45,North Junction,Car,25.2,53.6,Cloudy
2023-04-29,06:30,Harbor Blvd,Car,41.7,12.0,Clear
2023-05-06,15:30,Market Street,Car,23.5,58.3,Rain
2023-08-04,06:30,North Junction,Car,48.3,5.3,Clear
2023-05-23,03:45,South Park,Car,33.4,25.5,Clear
2023-10-18,15:15,Central Ave,Car,18.0,68.7,Rain
2023-05-07,22:00,Riverside,Car,30.8,33.3,Clear
2023-05-02,10:45,Market Street,Car,33.1,31.3,Fog
2023-07-01,15:30,Old Town,Motorbike,44.9,10.1,Cloudy
2023-10-25,11:45,Riverside,Car,33.2,40.0,Rain
2023-02-18,16:00,Station Road,Bus,18.1,45.6,Clear
2023-03-12,05:45,North Junction,Auto-Rickshaw,27.9,15.8,Clear
2023-06-30,16:45,Market Street,Car,26.9,52.8,Cloudy
2023-06-20,21:45,Harbor Blvd,Truck,36.7,0.8,Clear
2023-08-29,09:30,Industrial Zone,Car,26.5,63.8,Fog
2023-06-11,04:15,Riverside,Car,34.7,34.8,Rain
2023-02-20,13:15,Industrial Zone,Car,20.4,56.2,Clear
2023-03-10,10:00,Riverside,Car,36.5,42.5,Cloudy
2023-06-05,14:45,Old Town,Bicycle,7.7,28.5,Clear
2023-10-14,14:45,Industrial Zone,Car,27.9,45.8,Clear
2023-12-12,08:15,Old Town,Car,14.5,67.4,Clear
2023-04-01,12:30,North Junction,Motorbike,43.0,35.6,Cloudy
2023-05-25,16:30,Industrial Zone,Bicycle,15.1,31.0,Clear
2023-01-20,23:30,Riverside,Car,36.0,26.0,Clear
2023-10-04,12:45,Central Ave,Bus,13.9,40.5,Clear
2023-12-11,03:45,North Junction,Motorbike,33.0,39.5,Clear
2023-07-19,12:30,Central Ave,Bus,10.8,63.4,Rain
2023-04-06,07:00,Harbor Blvd,Car,24.0,62.2,Cloudy
2023-05-26,06:45,Harbor Blvd,Car,20.8,46.8,Cloudy
2023-11-08,17:45,Riverside,Motorbike,16.1,60.4,Clear
2023-12-08,00:00,Market Street,Car,33.9,33.2,Cloudy
2023-11-20,23:00,Market Street,Car,32.9,21.3,Clear
2023-01-13,14:00,Station Road,Bicycle,8.0,47.2,Cloudy
2023-04-12,02:30,Riverside,Car,38.1,11.8,Clear
2023-11-11,20:30,Station Road,Car,37.1,35.2,Clear
2023-04-07,11:00,Market Street,Truck,17.0,42.2,Clear
2023-12-22,05:30,Industrial Zone,Auto-Rickshaw,19.1,27.2,Clear
2023-06-15,22:45,Station Road,Car,35.2,19.0,Clear
2023-07-29,18:30,Market Street,Auto-Rickshaw,9.8,86.5,Clear
2023-03-07,11:30,Old Town,Car,33.4,39.4,Rain
2023-07-09,23:00,Harbor Blvd,Car,35.3,19.7,Clear
2023-08-14,17:15,Industrial Zone,Car,23.7,57.5,Rain
2023-10-03,08:15,Old Town,Car,17.0,67.3,Clear
2023-02-20,21:00,Old Town,Bus,26.5,16.5,Cloudy
2023-09-28,12:45,Harbor Blvd,Car,37.3,26.0,Clear
2023-06-27,22:15,Riverside,Bicycle,14.2,35.6,Rain
2023-04-30,17:45,Harbor Blvd,Motorbike,29.2,52.8,Rain
2023-05-18,12:15,University Rd,Bus,19.9,42.5,Rain
2023-04-23,13:30,Old Town,Auto-Rickshaw,19.6,29.2,Clear
2023-12-31,08:45,Old Town,Truck,19.4,46.6,Clear
2023-02-25,06:15,South Park,Car,31.2,29.9,Fog
2023-01-20,10:00,North Junction,Car,26.0,56.1,Rain
2023-05-20,01:30,University Rd,Truck,32.9,4.1,Clear
2023-01-24,18:00,Harbor Blvd,Car,10.6,69.6,Cloudy
2023-12-02,22:45,Station Road,Truck,25.1,18.7,Cloudy
2023-07-25,06:30,South Park,Bus,23.6,22.6,Clear
2023-06-02,18:45,North Junction,Motorbike,31.9,44.5,Clear
2023-03-23,03:15,Old Town,Car,27.3,48.1,Cloudy
2023-09-29,13:15,Market Street,Truck,25.1,25.4,Clear
2023-08-26,20:15,Riverside,Car,40.9,12.0,Cloudy
2023-08-10,10:00,Station Road,Car,33.4,29.8,Clear
2023-02-13,13:15,South Park,Auto-Rickshaw,20.0,26.5,Clear
2023-12-11,22:30,Harbor Blvd,Motorbike,45.2,20.9,Clear
2023-06-05,03:15,University Rd,Bus,20.8,38.2,Stormy
2023-04-05,17:15,Industrial Zone,Car,25.2,47.4,Clear
2023-01-27,20:30,Riverside,Car,31.5,32.7,Clear
2023-08-29,21:45,Harbor Blvd,Auto-Rickshaw,19.3,4.5,Cloudy
2023-06-09,12:30,University Rd,Auto-Rickshaw,19.0,24.6,Clear
2023-01-29,16:30,Central Ave,Car,33.9,39.9,Clear
2023-10-17,21:00,Harbor Blvd,Car,36.5,23.7,Clear
2023-10-23,00:15,University Rd,Car,47.0,5.1,Clear
2023-09-13,10:15,Central Ave,Auto-Rickshaw,17.1,43.5,Clear
2023-10-05,16:00,Harbor Blvd,Car,31.2,36.4,Clear
2023-08-28,11:00,North Junction,Motorbike,25.2,48.4,Clear
2023-09-20,16:45,Industrial Zone,Car,37.9,30.2,Clear
2023-02-20,16:30,Market Street,Truck,15.4,49.3,Clear
2023-04-24,16:15,North Junction,Truck,27.4,32.2,Rain
2023-03-07,16:00,Industrial Zone,Motorbike,42.4,35.9,Clear
2023-09-26,09:45,Old Town,Car,25.7,53.0,Cloudy
2023-02-21,05:45,Central Ave,Motorbike,35.6,43.0,Clear
2023-12-15,12:30,Industrial Zone,Car,35.3,26.4,Rain
2023-01-23,18:15,Industrial Zone,Car,18.2,62.9,Rain
2023-02-24,22:45,Harbor Blvd,Car,32.2,17.8,Clear
2023-07-07,11:45,Market Street,Bus,20.3,49.1,Cloudy
2023-04-29,20:15,Central Ave,Car,29.5,25.0,Clear
2023-10-11,05:00,Harbor Blvd,Car,35.0,26.3,Clear
2023-05-03,07:00,Central Ave,Car,35.5,27.6,Rain
2023-07-31,22:15,Industrial Zone,Auto-Rickshaw,21.4,41.6,Cloudy
2023-06-15,23:15,Harbor Blvd,Car,34.8,20.2,Cloudy
2023-07-28,17:30,Harbor Blvd,Car,30.3,41.5,Rain
2023-12-06,11:30,Station Road,Car,33.6,27.4,Clear
2023-03-25,11:15,Harbor Blvd,Motorbike,27.2,48.6,Clear
2023-05-03,21:00,Station Road,Motorbike,26.2,48.1,Clear
2023-06-11,22:45,Industrial Zone,Car,34.3,21.3,Fog
2023-04-15,06:45,Industrial Zone,Auto-Rickshaw,14.6,29.9,Clear
2023-05-17,02:45,Industrial Zone,Bus,32.1,14.2,Cloudy
2023-01-23,13:30,Old Town,Car,25.3,47.8,Cloudy
2023-03-09,20:45,Harbor Blvd,Car,28.8,33.3,Clear
2023-01-05,01:45,Old Town,Car,46.6,27.2,Cloudy
2023-06-27,16:15,Market Street,Bicycle,14.8,16.9,Clear
2023-12-31,08:30,University Rd,Bus,12.2,57.8,Fog
2023-04-24,03:30,Station Road,Car,34.9,35.4,Clear
2023-10-13,06:15,Industrial Zone,Bus,27.6,27.4,Rain
2023-12-15,05:00,North Junction,Car,36.0,30.3,Clear
2023-02-22,05:00,Harbor Blvd,Car,40.6,0.0,Clear
2023-11-21,19:15,Market Street,Motorbike,14.6,88.3,Fog
2023-07-28,00:00,North Junction,Car,35.9,24.8,Cloudy
2023-04-08,21:45,South Park,Car,40.1,23.4,Cloudy
2023-02-15,12:30,Industrial Zone,Car,21.2,57.8,Clear
2023-06-14,00:15,Central Ave,Bicycle,18.3,32.1,Clear
2023-05-03,08:45,North Junction,Motorbike,21.0,66.6,Cloudy
2023-02-11,19:30,North Junction,Car,19.3,71.3,Fog
2023-08-22,00:15,Harbor Blvd,Car,30.9,26.7,Fog
2023-10-20,15:15,Industrial Zone,Car,26.4,47.3,Cloudy
2023-01-07,23:15,Market Street,Auto-Rickshaw,19.3,32.5,Rain
2023-03-16,23:30,Old Town,Car,41.1,11.1,Clear
2023-05-06,19:15,North Junction,Car,15.7,85.5,Clear
2023-12-11,21:30,Old Town,Car,41.2,0.0,Clear
2023-03-03,10:00,Riverside,Auto-Rickshaw,22.8,33.5,Clear
2023-04-22,07:00,Harbor Blvd,Car,20.1,70.7,Cloudy
2023-05-30,11:45,Market Street,Car,20.6,49.3,Clear
2023-11-15,07:00,Market Street,Car,18.9,59.9,Clear
2023-10-21,18:45,North Junction,Motorbike,21.0,61.9,Rain
2023-05-19,21:15,Riverside,Car,42.5,0.0,Cloudy
2023-04-30,09:00,Old Town,Car,28.2,45.5,Clear
2023-06-21,07:15,Harbor Blvd,Bus,16.0,65.4,Rain
2023-05-11,20:45,University Rd,Bus,33.5,0.0,Cloudy
2023-06-08,15:45,Market Street,Car,22.9,65.6,Clear
2023-04-24,01:15,Market Street,Car,30.9,32.4,Clear
2023-06-24,06:15,Central Ave,Car,29.1,37.5,Cloudy
2023-12-01,15:30,Old Town,Motorbike,36.7,30.2,Cloudy
2023-01-11,02:30,North Junction,Truck,26.5,17.7,Clear
2023-06-10,06:30,Industrial Zone,Car,44.8,10.6,Cloudy
2023-07-03,13:45,South Park,Car,42.5,3.5,Clear
2023-12-30,09:45,Station Road,Truck,7.3,84.5,Clear
2023-01-05,12:30,Industrial Zone,Car,33.4,31.3,Rain
2023-06-22,10:45,Market Street,Bus,11.4,58.7,Clear
2023-08-03,17:00,Industrial Zone,Car,17.6,71.4,Rain
2023-02-22,05:30,Harbor Blvd,Car,25.7,55.2,Cloudy
2023-12-04,19:30,Old Town,Car,30.4,47.4,Rain
2023-03-25,12:45,Riverside,Auto-Rickshaw,23.3,29.6,Cloudy
2023-09-29,03:30,Harbor Blvd,Motorbike,45.8,19.8,Clear
2023-07-24,19:00,Harbor Blvd,Motorbike,16.8,78.7,Clear
2023-12-17,02:00,Old Town,Car,35.4,28.4,Clear
2023-05-06,18:30,Market Street,Car,23.1,48.1,Clear
2023-10-14,22:15,Industrial Zone,Car,34.7,41.4,Fog
2023-03-24,08:15,Industrial Zone,Car,14.4,78.4,Clear
2023-07-26,06:00,Station Road,Truck,22.2,40.8,Fog
2023-05-22,12:45,Riverside,Car,28.7,34.4,Clear
2023-01-05,15:30,South Park,Car,27.2,39.1,Clear
2023-11-27,22:00,North Junction,Car,51.1,7.1,Clear
2023-03-07,03:45,Station Road,Car,33.8,32.2,Cloudy
2023-02-06,08:00,Industrial Zone,Truck,10.0,78.3,Stormy
2023-03-03,01:00,North Junction,Car,40.2,28.0,Clear
2023-03-17,08:15,North Junction,Motorbike,25.9,50.6,Clear
2023-11-04,03:15,University Rd,Car,33.7,29.8,Clear
2023-08-11,11:45,Industrial Zone,Bus,14.0,37.1,Clear
2023-12-19,22:45,Market Street,Bus,21.1,43.8,Rain
2023-10-09,06:00,Harbor Blvd,Car,33.1,25.2,Clear
2023-11-23,18:00,Riverside,Motorbike,23.1,58.8,Clear
2023-12-27,16:30,Market Street,Auto-Rickshaw,15.4,34.6,Clear
2023-02-21,09:30,North Junction,Truck,12.6,69.3,Clear
2023-11-19,16:00,Old Town,Car,26.3,48.0,Clear
2023-09-12,00:30,Industrial Zone,Bus,23.0,21.7,Clear
2023-01-29,15:30,North Junction,Bus,9.9,72.5,Fog
2023-06-05,11:15,Old Town,Car,26.2,50.9,Cloudy
2023-02-23,03:00,South Park,Bus,22.2,28.1,Clear
2023-12-23,12:15,Old Town,Car,30.8,36.2,Clear
2023-09-18,05:00,Market Street,Car,22.6,61.4,Fog
2023-04-24,12:45,Market Street,Car,29.9,39.7,Clear
2023-08-04,21:00,South Park,Car,34.3,23.9,Cloudy
2023-10-24,20:30,Market Street,Car,32.0,30.3,Clear
2023-08-18,10:30,Riverside,Car,42.7,12.4,Clear
2023-05-03,02:30,Central Ave,Car,47.1,10.1,Clear
2023-12-20,04:30,Industrial Zone,Car,37.9,24.0,Cloudy
2023-12-25,12:00,University Rd,Car,19.2,68.9,Clear
2023-08-14,21:00,North Junction,Car,43.9,6.9,Clear
2023-11-13,08:00,University Rd,Motorbike,18.0,72.8,Clear
2023-02-06,12:45,Riverside,Car,30.1,47.4,Cloudy
2023-11-03,13:15,South Park,Truck,19.8,40.6,Clear
2023-05-17,06:00,Central Ave,Motorbike,47.3,15.1,Clear
2023-02-25,20:45,Market Street,Car,43.6,16.6,Clear
2023-01-12,23:15,Riverside,Car,31.9,45.5,Clear
2023-02-26,20:15,North Junction,Car,26.5,44.2,Clear
2023-03-28,07:00,South Park,Motorbike,19.3,80.4,Cloudy
2023-05-24,21:15,Market Street,Car,27.1,44.4,Rain
2023-07-10,07:15,Riverside,Bus,23.8,33.6,Clear
2023-03-29,21:00,Industrial Zone,Car,36.4,18.0,Cloudy
2023-08-25,10:45,University Rd,Truck,24.9,29.8,Clear
2023-10-07,20:00,Harbor Blvd,Motorbike,33.2,42.0,Rain
2023-12-14,23:30,University Rd,Car,41.5,15.5,Clear
2023-10-29,07:00,Riverside,Bus,10.1,58.7,Clear
2023-06-20,11:15,Central Ave,Motorbike,38.3,34.0,Cloudy
2023-09-30,04:45,North Junction,Car,41.6,15.7,Cloudy
2023-03-05,03:00,Old Town,Bus,27.0,0.0,Clear
2023-09-11,19:15,Market Street,Car,18.1,65.0,Clear
2023-11-29,07:45,Market Street,Motorbike,20.1,65.3,Cloudy
2023-01-01,20:00,Industrial Zone,Auto-Rickshaw,25.3,1.3,Clear
2023-03-10,21:45,Market Street,Motorbike,39.5,26.9,Clear
2023-06-20,17:45,University Rd,Auto-Rickshaw,4.9,72.0,Rain
2023-03-28,09:45,University Rd,Car,5.7,100.0,Cloudy
2023-08-24,20:30,Riverside,Motorbike,45.5,7.7,Clear
2023-08-31,17:00,Central Ave,Bus,15.9,52.0,Clear
2023-02-13,18:00,Old Town,Motorbike,22.3,67.4,Clear
2023-08-14,18:00,North Junction,Truck,19.8,53.6,Stormy
2023-12-25,17:00,Harbor Blvd,Car,10.9,91.7,Rain
2023-06-29,04:15,Industrial Zone,Car,39.8,12.0,Rain
2023-03-15,11:30,Station Road,Truck,29.7,24.3,Cloudy
2023-12-23,11:30,University Rd,Motorbike,46.8,14.4,Clear
2023-12-31,01:45,Station Road,Car,28.3,40.9,Rain
2023-04-18,04:45,North Junction,Car,26.7,49.5,Rain
2023-11-09,08:15,Harbor Blvd,Car,19.6,62.8,Clear
2023-09-03,00:30,Harbor Blvd,Truck,26.1,23.1,Fog
2023-04-18,11:15,Market Street,Truck,14.6,54.6,Clear
2023-11-13,20:00,Station Road,Car,30.8,29.0,Clear
2023-02-17,03:45,Industrial Zone,Car,33.3,20.2,Clear
2023-03-19,13:30,Station Road,Car,32.0,51.1,Clear
2023-12-15,22:30,South Park,Auto-Rickshaw,21.1,27.4,Clear
2023-06-29,20:15,South Park,Motorbike,46.6,11.8,Fog
2023-03-15,07:00,Central Ave,Car,5.7,93.9,Fog
2023-10-03,02:30,South Park,Motorbike,45.8,10.7,Rain
2023-10-06,16:45,Market Street,Truck,21.5,25.9,Clear
2023-04-19,01:30,Harbor Blvd,Auto-Rickshaw,21.1,28.1,Clear
2023-02-23,09:00,Old Town,Car,19.6,57.8,Cloudy
2023-09-06,02:45,Old Town,Motorbike,46.2,8.6,Rain
2023-01-12,21:30,Station Road,Truck,23.4,32.3,Clear
2023-07-27,13:30,Central Ave,Car,34.1,40.2,Clear
2023-05-16,05:45,University Rd,Car,35.0,26.8,Clear
2023-12-04,11:00,South Park,Motorbike,32.1,50.4,Clear
2023-08-21,20:45,Station Road,Car,35.2,29.9,Clear
2023-11-23,00:15,Station Road,Car,37.3,34.3,Clear
2023-10-10,02:45,University Rd,Motorbike,35.0,37.3,Stormy
2023-04-06,08:00,North Junction,Motorbike,27.4,64.0,Clear
2023-02-24,13:15,Central Ave,Bus,13.6,59.8,Clear
2023-02-22,11:15,Industrial Zone,Car,31.8,49.4,Cloudy
2023-12-26,05:00,Industrial Zone,Motorbike,49.3,12.7,Cloudy
2023-10-31,16:30,Old Town,Car,36.2,21.6,Clear
2023-05-29,04:45,Harbor Blvd,Motorbike,46.7,7.5,Clear
2023-03-19,06:30,Harbor Blvd,Car,44.3,0.0,Clear
2023-03-29,10:00,Market Street,Car,37.2,27.7,Rain
2023-11-29,06:15,Riverside,Car,32.5,23.9,Clear
2023-08-18,20:30,Market Street,Bus,18.4,42.0,Rain
2023-11-09,13:30,Station Road,Motorbike,36.0,45.3,Clear
2023-05-01,12:00,South Park,Car,21.2,60.7,Clear
2023-09-21,20:00,South Park,Car,29.1,40.1,Rain
2023-01-22,14:45,Harbor Blvd,Truck,14.7,62.9,Stormy
2023-02-27,18:15,South Park,Motorbike,22.5,58.5,Stormy
2023-02-22,22:45,University Rd,Motorbike,41.9,23.3,Rain
2023-04-22,05:45,Industrial Zone,Car,38.9,9.3,Clear
2023-06-12,12:30,University Rd,Car,25.9,51.0,Rain
2023-08-26,01:15,Central Ave,Car,37.7,22.6,Cloudy
2023-02-03,23:00,Harbor Blvd,Car,43.8,18.3,Clear
2023-12-16,12:15,South Park,Truck,18.3,51.3,Clear
2023-12-08,07:15,University Rd,Bus,17.3,61.8,Clear
2023-05-10,03:15,Central Ave,Car,37.4,24.5,Rain
2023-10-23,16:15,Market Street,Motorbike,22.3,63.8,Clear
2023-06-04,08:45,Market Street,Car,17.0,75.4,Clear
2023-12-13,17:30,Old Town,Motorbike,27.5,63.6,Clear
2023-03-31,23:00,Industrial Zone,Car,32.1,25.6,Clear
2023-01-08,09:15,University Rd,Motorbike,30.8,46.1,Cloudy
2023-11-19,05:00,South Park,Car,34.1,27.8,Clear
2023-10-12,03:30,Industrial Zone,Car,36.0,29.5,Clear
2023-02-17,02:15,Industrial Zone,Truck,23.9,23.2,Cloudy
2023-07-23,07:45,South Park,Car,21.0,65.4,Clear
2023-06-28,18:45,Station Road,Motorbike,14.3,83.7,Clear
2023-06-08,17:00,North Junction,Car,15.3,77.6,Clear
2023-01-31,03:45,Station Road,Car,42.7,17.5,Fog
2023-04-10,05:15,Riverside,Car,39.9,4.7,Cloudy
2023-03-04,23:30,Harbor Blvd,Motorbike,32.5,42.3,Stormy
2023-10-27,13:00,South Park,Car,24.2,63.9,Clear
2023-03-26,10:45,South Park,Car,30.5,42.6,Clear
2023-05-15,23:30,Harbor Blvd,Car,35.3,12.3,Clear
2023-04-27,19:00,Industrial Zone,Car,19.0,63.5,Clear
2023-12-21,15:30,Harbor Blvd,Car,34.0,28.6,Clear
2023-01-15,12:30,Industrial Zone,Bus,20.3,42.0,Rain
2023-09-27,05:30,South Park,Auto-Rickshaw,16.0,29.5,Clear
2023-09-19,15:45,Industrial Zone,Car,36.0,18.0,Cloudy
2023-12-13,01:00,North Junction,Car,38.4,18.2,Rain
2023-09-04,02:30,South Park,Car,22.2,50.9,Stormy
2023-02-14,23:00,Industrial Zone,Motorbike,48.3,14.4,Cloudy
2023-11-12,04:15,North Junction,Car,41.8,23.9,Rain
2023-01-05,18:30,Station Road,Car,21.6,56.5,Clear
2023-06-29,07:15,Station Road,Car,25.7,44.6,Clear
2023-08-29,01:00,Old Town,Truck,33.9,14.6,Rain
2023-08-25,07:15,Market Street,Motorbike,33.0,51.7,Rain
2023-07-22,22:15,Harbor Blvd,Truck,21.5,49.4,Rain
2023-02-16,02:45,Station Road,Auto-Rickshaw,13.3,38.8,Cloudy
2023-06-22,03:45,South Park,Motorbike,41.8,0.0,Clear
2023-07-05,07:00,University Rd,Bus,10.5,65.4,Clear
2023-08-20,14:00,North Junction,Motorbike,22.0,62.7,Clear
2023-02-21,04:00,Industrial Zone,Car,30.9,19.9,Clear
2023-08-05,13:45,Harbor Blvd,Car,23.8,55.4,Cloudy
2023-08-08,00:30,Market Street,Car,40.4,1.3,Fog
2023-04-18,22:30,Old Town,Truck,29.0,14.0,Clear
2023-12-25,13:45,Market Street,Car,28.6,43.7,Clear
2023-09-11,22:15,Industrial Zone,Car,40.8,10.0,Clear
2023-10-05,02:00,Harbor Blvd,Auto-Rickshaw,18.9,27.1,Fog
2023-09-30,06:15,Harbor Blvd,Car,38.8,15.2,Clear
2023-03-28,06:00,Riverside,Car,43.6,13.5,Cloudy
2023-04-08,18:15,Central Ave,Auto-Rickshaw,16.3,43.1,Clear
2023-06-16,10:30,Central Ave,Motorbike,33.5,43.5,Clear
2023-03-01,00:15,Station Road,Car,36.4,15.5,Clear
2023-10-19,12:00,South Park,Motorbike,33.0,45.7,Cloudy
2023-09-06,11:30,Market Street,Bus,23.4,36.9,Fog
2023-02-28,06:30,Harbor Blvd,Car,44.1,0.0,Clear
2023-08-14,18:30,Riverside,Motorbike,27.4,48.2,Clear
2023-03-07,16:00,Industrial Zone,Truck,29.0,38.7,Cloudy
2023-12-16,11:00,North Junction,Car,23.6,55.8,Cloudy
2023-02-23,20:00,Harbor Blvd,Car,35.5,24.7,Clear
2023-05-27,13:30,Old Town,Car,26.0,55.8,Clear
2023-09-14,22:30,Market Street,Car,30.4,33.3,Clear
2023-04-09,22:00,North Junction,Motorbike,36.0,33.3,Rain
2023-03-02,11:15,Central Ave,Car,28.1,34.6,Clear
2023-01-01,01:15,Station Road,Motorbike,40.6,32.3,Clear
2023-06-07,07:15,Central Ave,Truck,16.2,66.9,Clear
2023-10-02,06:15,Old Town,Motorbike,45.4,21.4,Clear
2023-11-07,14:15,Market Street,Auto-Rickshaw,16.1,30.5,Clear
2023-09-01,11:15,University Rd,Motorbike,43.3,13.3,Clear
2023-09-26,14:45,South Park,Auto-Rickshaw,18.7,41.5,Clear
2023-03-18,02:30,Market Street,Auto-Rickshaw,18.6,15.0,Clear
2023-01-15,19:00,Market Street,Motorbike,20.8,54.1,Clear
2023-08-18,05:00,North Junction,Car,30.1,44.9,Clear
2023-03-20,11:45,Station Road,Car,22.4,61.6,Rain
2023-10-02,19:15,Central Ave,Car,27.2,42.5,Clear
2023-12-14,01:30,University Rd,Truck,33.6,5.1,Cloudy
2023-10-11,10:00,South Park,Car,34.6,44.8,Clear
2023-03-04,11:45,South Park,Car,29.7,48.3,Rain
2023-12-27,21:00,Riverside,Car,26.1,41.8,Cloudy
2023-04-13,19:00,Riverside,Auto-Rickshaw,17.8,33.1,Cloudy
2023-11-16,13:00,Station Road,Car,23.8,58.2,Clear
2023-05-27,04:45,Riverside,Bus,26.0,18.4,Clear
2023-10-31,03:15,Central Ave,Motorbike,41.2,31.8,Rain
2023-04-05,06:45,Market Street,Car,26.8,44.5,Clear
2023-09-29,08:00,Station Road,Car,9.7,84.9,Clear
2023-10-05,05:30,Central Ave,Bus,19.4,37.4,Clear
2023-05-08,03:45,Riverside,Car,26.2,43.3,Fog
2023-05-31,00:45,Industrial Zone,Motorbike,35.3,29.3,Clear
2023-02-06,04:45,Harbor Blvd,Bus,22.8,24.5,Cloudy
2023-09-14,10:30,North Junction,Motorbike,25.0,50.2,Rain
2023-09-14,01:30,Old Town,Truck,28.0,32.9,Fog
2023-01-27,18:45,Station Road,Car,23.3,64.6,Rain
2023-12-20,07:00,University Rd,Auto-Rickshaw,3.0,100.0,Rain
2023-10-12,04:30,Central Ave,Motorbike,34.2,33.7,Clear
2023-11-08,11:15,Riverside,Motorbike,22.6,55.1,Fog
2023-09-29,00:45,Old Town,Bus,19.1,28.8,Clear
2023-12-28,12:15,University Rd,Truck,22.9,35.4,Clear
2023-06-08,18:45,Market Street,Car,16.8,69.6,Clear
2023-08-06,11:00,University Rd,Car,33.4,33.1,Clear
2023-11-05,10:15,Industrial Zone,Car,39.8,26.0,Clear
2023-08-15,03:30,Harbor Blvd,Car,33.2,15.8,Rain
2023-02-03,15:00,Industrial Zone,Car,34.8,19.0,Clear
2023-07-07,21:45,Industrial Zone,Car,37.4,22.1,Stormy
2023-03-05,11:00,Station Road,Truck,25.9,25.1,Clear
2023-07-01,14:15,Industrial Zone,Motorbike,45.9,22.2,Clear
2023-08-10,19:00,North Junction,Car,9.2,100.0,Rain
2023-01-02,12:45,Harbor Blvd,Car,32.6,32.5,Clear
2023-03-24,11:30,Station Road,Motorbike,30.8,37.7,Clear
2023-09-07,07:30,North Junction,Motorbike,21.2,55.9,Clear
2023-08-14,02:15,South Park,Auto-Rickshaw,16.7,37.3,Clear
2023-01-04,09:30,Industrial Zone,Motorbike,32.1,47.8,Rain
2023-06-07,07:30,South Park,Auto-Rickshaw,14.8,70.8,Cloudy
2023-07-20,17:45,University Rd,Motorbike,26.5,68.5,Clear
2023-05-20,22:15,Old Town,Motorbike,38.2,31.7,Rain
2023-06-20,15:45,Market Street,Motorbike,35.1,39.5,Clear
2023-03-15,20:00,Central Ave,Auto-Rickshaw,15.4,26.5,Clear
2023-09-11,06:45,University Rd,Car,40.7,16.8,Clear
2023-12-19,07:30,University Rd,Truck,12.1,62.2,Clear
